EEC_MEASURE;SEX;AGE;EMPFORM;EMPSTA;PCS;EDUC;IMMI;WKTIME;ACTIVITY;UNDEREMP;UNEMPDUR;COMPOHALO;ANCSORFI2;UNIT_MULT;OBS_STATUS;CONF_STATUS;FREQ;DECIMALS;TIME_PERIOD;OBS_VALUE
PT_EDUC_IN_POP;M;Y50T64;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.3
POP;_T;Y15T24;_T;1;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;375.5
POP;_T;Y65T89;_T;1;_T;4T5;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;59.6
POP;F;Y15T24;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;118.1
POP;M;Y15T24;_T;3;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;63.1
POP;F;Y65T89;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.1
POP;M;Y15T89;_T;1;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;3286.9
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y25T49;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.4
PT_P_COMPO_UNDEREMP;_T;Y50T64;_T;_T;_T;_T;_T;_T;_T;3;_T;_T;_T;-2;A;F;A;;2023;0.2
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y50T64;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
UNDEREMP;_T;_T;_T;_T;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.1
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y15T89;_T;3;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8.1
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y15T24;_T;1;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.9
PT_EDUC_EMPSTA_IN_POP_BY_AGE;M;Y15T24;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;36.7
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y25T49;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;21.3
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y15T89;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;46.3
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y65T89;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12.6
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;_T;Q87_88;_T;_T;_T;_T;-2;A;F;A;;2023;100
EMP;_T;Y_GE15;_T;1;_T;_T;_T;PT;M69T71;_T;_T;_T;_T;3;A;F;A;;2023;166.1
EMP;M;Y_GE15;_T;1;_T;_T;_T;FT;O;_T;_T;_T;_T;3;A;F;A;;2023;1089.2
EMP;M;Y_GE15;_T;1;_T;_T;_T;FT;E;_T;_T;_T;_T;3;A;F;A;;2023;158.1
EMP;_T;Y_GE15;_T;1;_T;_T;_T;FT;U;_T;_T;_T;_T;3;A;F;A;;2023;18
EMP;_T;Y_GE15;_T;1;_T;_T;_T;PT;C29_30;_T;_T;_T;_T;3;A;F;A;;2023;15.7
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;_T;F;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;52.8
EMP;M;Y_GE15;_T;1;_T;_T;_T;PT;C20;_T;_T;_T;_T;3;A;F;A;;2023;2.2
EMP;F;Y_GE15;_T;1;_T;_T;_T;FT;C10T12;_T;_T;_T;_T;3;A;F;A;;2023;233.1
EMP;_T;Y_GE15;_T;1;_T;_T;_T;FT;P;_T;_T;_T;_T;3;A;F;A;;2023;1678.1
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;FT;C26;_T;_T;_T;_T;-2;A;F;A;;2023;29.5
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;FT;M73T75;_T;_T;_T;_T;-2;A;F;A;;2023;78.7
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;_T;F;_T;_T;_T;_T;-2;A;F;A;;2023;13.1
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;PT;P;_T;_T;_T;_T;-2;A;F;A;;2023;20.3
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;M72;_T;_T;_T;_T;-2;A;F;A;;2023;52.9
PTEVENING;_T;Y_GE15;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;22.8
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;PT;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;6.4
PTNIGHT;F;Y_GE15;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.8
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;FT;H;_T;_T;_T;_T;-2;A;F;A;;2023;89.7
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;PT;M72;_T;_T;_T;_T;-2;A;F;A;;2023;11.6
PT_EDUC_IN_POP;_T;Y15T19;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.2
POP;F;Y30T34;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;390.5
POP;F;Y20T24;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;888.4
POP;F;Y25T29;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;201.5
POP;M;Y20T24;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;358.7
POP;_T;Y25T29;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1482.4
POP;F;Y25T29;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;162.6
PT_EMPSTA_IN_POP;M;Y18;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.1
PT_EMPSTA_IN_POP;M;Y16;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5
PT_EMPSTA_IN_POP;M;Y22;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;51.8
POP;_T;Y65T69;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;530.4
EMP;M;Y30T34;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;3;A;F;A;;2023;1575.8
EMP;_T;Y50T64;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;3;A;F;A;;2023;7033.6
PT_UNDEREMP_IN_EMP;_T;_T;_T;_T;21;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.6
PT_WKTIME_IN_EMP_BY_AGE;F;Y60T64;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;32.5
UNDEREMP;M;_T;_T;_T;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;21.8
PT_UNDEREMP_IN_EMP;M;_T;_T;_T;40;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.4
EMP;F;Y40T44;_T;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;428.1
EMP;F;Y_GE15;_T;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;3717.7
PT_WKTIME_IN_EMP_BY_AGE;M;Y45T49;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;47.9
UNDEREMP;_T;_T;_T;_T;37;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;13.1
POP;M;Y50T64;_T;3;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;144.9
PT_EDUC_IN_POP;M;Y15T19;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;24.2
POP;F;Y15T89;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;300.4
PT_EDUC_IN_POP;F;Y50T64;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;22.7
PT_EDUC_IN_POP;M;Y30T34;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;21.9
PT_EDUC_IN_POP;M;Y65T69;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;33
POP;F;Y15T89;_T;3;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;5960
PT_EDUC_IN_POP;M;Y75T79;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
POP;F;Y15T89;_T;3;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1323.3
POP;_T;Y15T24;_T;2;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;76.4
PT_EDUC_IN_POP;F;Y85T89;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;70.1
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;82.4
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;38;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;74.5
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;35;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;39.2
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;62;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;78.9
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.4
EMP;M;Y_GE15;_T;1;_T;_T;_T;FT;GTU_X_P;_T;_T;_T;_T;3;A;F;A;;2023;8826.4
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;63;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;81.1
EMP;M;Y_GE15;_T;1;_T;_T;_T;PT;M72;_T;_T;_T;_T;3;A;F;A;;2023;4.3
EMP;_T;Y_GE15;_T;1;_T;_T;_T;FT;C27;_T;_T;_T;_T;3;A;F;A;;2023;113.3
EMP;F;Y_GE15;_T;1;_T;_T;_T;FT;L;_T;_T;_T;_T;3;A;F;A;;2023;159.2
EMP;F;Y_GE15;_T;1;48;_T;_T;FT;_T;_T;_T;_T;_T;3;A;F;A;;2023;69.8
PT_WKTIME_IN_EMP_BY_PCS;F;Y_GE15;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;83.1
PT_WKTIME_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
EMP;F;Y_GE15;_T;1;22;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;92.8
PT_WKTIME_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;6_NP;_T;_T;PT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;22.9
PT_WKTIME_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
EMP;M;Y_GE15;_T;1;10;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;22.9
EMP;F;Y_GE15;_T;1;45;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;59.8
PT_WKTIME_IN_EMP_BY_EMPFORM;F;Y_GE15;11;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;38.8
EMP;_T;Y_GE15;_T;1;52;_T;_T;FT;_T;_T;_T;_T;_T;3;A;F;A;;2023;1616
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y15T24;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y15T89;_T;2;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1
UNDEREMP;_T;_T;_T;_T;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;582.2
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y65T89;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.2
PT_UNDEREMP_IN_EMP;M;Y_GE65;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.5
PT_P_COMPO_UNDEREMP;M;_T;_T;_T;_T;_T;_T;_T;_T;3;_T;_T;_T;-2;A;F;A;;2023;0.2
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y15T24;_T;1;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.5
UNDEREMP;M;Y50T64;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;102.2
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y50T64;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;14.9
P_COMPO_UNDEREMP;F;Y_GE65;_T;_T;_T;_T;_T;_T;_T;1;_T;_T;_T;3;A;F;A;;2023;4.2
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;PT;M_N;_T;_T;_T;_T;-2;A;F;A;;2023;5.4
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;FT;B;_T;_T;_T;_T;-2;A;F;A;;2023;17.2
PTSATURDAY;M;Y_GE15;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;62.4
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;PT;E;_T;_T;_T;_T;-2;A;F;A;;2023;3
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;C21;_T;_T;_T;_T;-2;A;F;A;;2023;52.1
PTNIGHT;F;Y_GE15;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;PT;J61;_T;_T;_T;_T;-2;A;F;A;;2023;3.9
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;FT;C19;_T;_T;_T;_T;-2;A;F;A;;2023;29.1
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;FT;A;_T;_T;_T;_T;-2;A;F;A;;2023;24.7
PTSUNDAY;_T;Y_GE15;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.2
EMP;M;Y45T49;_T;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;98.5
PT_UNDEREMP_IN_EMP;_T;_T;_T;_T;38;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
EMP;F;Y20T24;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;3;A;F;A;;2023;762.6
EMP;_T;Y_GE15;2;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;4272.7
PT_WKTIME_IN_EMP_BY_AGE;_T;Y50T54;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;84.3
EMP;M;Y50T54;_T;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;106.6
PT_WKTIME_IN_EMP_BY_AGE;F;Y25T49;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;48.9
PT_UNDEREMP_IN_EMP;F;_T;_T;_T;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
UNDEREMP;M;_T;_T;_T;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
PT_WKTIME_IN_EMP_BY_AGE;_T;Y_GE65;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;43.7
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y15T24;_T;3;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.4
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y65T89;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
UNDEREMP;F;Y50T64;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;277.3
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y65T89;_T;2;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y65T89;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.1
PT_EDUC_EMPSTA_IN_POP_BY_AGE;M;Y50T64;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
PT_EDUC_EMPSTA_IN_POP_BY_AGE;_T;Y25T49;_T;1;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;30.5
PT_UNDEREMP_IN_EMP;M;Y25T49;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.2
P_COMPO_UNDEREMP;_T;Y15T24;_T;_T;_T;_T;_T;_T;_T;2;_T;_T;_T;3;A;F;A;;2023;159.6
PT_EDUC_EMPSTA_IN_POP_BY_AGE;F;Y65T89;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;20.8
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;_T;_X;_T;_T;_T;_T;-2;A;F;A;;2023;100
EMP;F;Y_GE15;_T;1;_T;_T;_T;PT;M69T71;_T;_T;_T;_T;3;A;F;A;;2023;113.6
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;80.9
EMP;F;Y_GE15;_T;1;_T;_T;_T;FT;J61;_T;_T;_T;_T;3;A;F;A;;2023;28.6
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;33;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;47.8
PT_WKTIME_IN_EMP_BY_PCS;F;Y_GE15;_T;1;63;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.4
EMP;M;Y_GE15;_T;1;_T;_T;_T;PT;C27;_T;_T;_T;_T;3;A;F;A;;2023;1.1
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;PT;Q86;_T;_T;_T;_T;-2;A;F;A;;2023;21.4
PT_WKTIME_IN_EMP_BY_PCS;M;Y_GE15;_T;1;68;_T;_T;PT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.2
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;_T;C16T18;_T;_T;_T;_T;-2;A;F;A;;2023;100
POP;M;Y15T24;_T;2;_T;4T5;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;26.7
PT_EDUC_IN_POP;F;Y30T34;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;19.4
PT_EDUC_IN_POP;F;Y80T84;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;15.9
PT_EDUC_IN_POP;F;Y15T89;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;22.5
POP;F;Y25T49;_T;2;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;100.6
POP;F;Y65T89;_T;3;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;675.7
POP;M;Y25T49;_T;1;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;2779.9
POP;M;Y15T89;_T;2;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;312.6
PT_EDUC_IN_POP;F;Y70T74;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;42.3
POP;_T;Y15T89;_T;2;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;537
UNDEREMP;M;_T;_T;_T;67;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;18.4
PT_WKTIME_IN_EMP_BY_EMPFORM;F;Y_GE15;271;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;58.7
PT_WKTIME_IN_EMP_BY_EMPFORM;M;Y_GE15;271;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;21.2
PT_WKTIME_IN_EMP_BY_EMPFORM;M;Y_GE15;26;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;66.9
PT_WKTIME_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;_T;_T;_T;FT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;82.6
EMP;_T;Y_GE15;_T;1;20;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;303.4
EMP;M;Y_GE15;_T;1;31;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;52.8
EMP;F;Y_GE15;_T;1;4_NP;_T;_T;FT;_T;_T;_T;_T;_T;3;A;F;A;;2023;4.2
PT_WKTIME_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;31;_T;_T;PT;_T;_T;_T;_T;_T;-2;A;F;A;;2023;23
EMP;F;Y_GE15;_T;1;23;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;2.1
PT_WKTIME_IN_EMP_BY_PCS;F;Y_GE15;_T;1;67;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;32
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;FT;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;93.6
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;_T;_X;_T;_T;_T;_T;-2;A;F;A;;2023;49.5
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;_T;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;31
PTSUNDAY;M;Y_GE15;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.6
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;J;_T;_T;_T;_T;-2;A;F;A;;2023;68.4
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;PT;K;_T;_T;_T;_T;-2;A;F;A;;2023;8.8
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;PT;C21;_T;_T;_T;_T;-2;A;F;A;;2023;5.8
PT_WKTIME_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;G;_T;_T;_T;_T;-2;A;F;A;;2023;53.4
PT_WKTIME_IN_EMP_BY_ACTIVITY;_T;Y_GE15;_T;1;_T;_T;_T;PT;M_N;_T;_T;_T;_T;-2;A;F;A;;2023;18.2
PT_WKTIME_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;FT;M_N;_T;_T;_T;_T;-2;A;F;A;;2023;36.3
PT_EMPSTA_IN_POP;M;Y19;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;51.2
PT_EDUC_IN_POP;_T;Y15T89;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.6
POP;M;Y55T59;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;791.1
PT_EDUC_IN_POP;_T;Y60T64;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;32.7
POP;M;Y65T89;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;670.3
POP;F;Y30T34;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;203.2
POP;F;Y25T29;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;441.3
POP;_T;Y65T89;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;5611.7
POP;F;Y55T59;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;488.3
PT_EDUC_IN_POP;F;Y65T89;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
POP;F;Y25T49;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1488.9
PT_UNDEREMP_IN_EMP;M;_T;_T;_T;35;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.9
PT_UNDEREMP_IN_EMP;_T;_T;_T;_T;56;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;15
UNDEREMP;M;_T;_T;_T;47;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;7.8
PT_UNDEREMP_IN_EMP;M;_T;_T;_T;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
UNDEREMP;F;_T;_T;_T;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;2.5
PT_UNDEREMP_IN_EMP;M;_T;_T;_T;23;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
PT_WKTIME_IN_EMP_BY_AGE;_T;Y30T34;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
EMP;_T;Y55T59;_T;1;_T;_T;_T;PT;_T;_T;_T;_T;_T;3;A;F;A;;2023;613.1
